First Name,Last Name,Retirement Season,Age,PP,2P,GB,GP,AB,PA,R,H,HR,AVG,OBP,SLG,OPS,1B,2B,3B,RBI,XBH,TB,SB,CS,BB,K,HBP,ISO,BABIP,SH,SF,E,PB,PA/G,AB/HR,K%,BB%,XBH%,wRAA,wSB,Def,Pos,Corr,RAA,WAA,WAR
Saige,Wiggins,,38,LF,OF,742,896,2266,2501,294,564,47,.249,.310,.368,.679,405,94,18,237,159,835,134,27,189,434,19,.120,.288,14,13,15,0,2.8,48.2,.19,.08,.28,-52.6,13.6,-0.9,6.8,0.6,-32.5,-3.3,13.9
Rowen,Mata,18,33,RF,LF,187,211,588,641,58,157,10,.267,.321,.366,.686,119,28,0,56,38,215,2,2,41,135,7,.099,.330,2,3,5,0,3.0,58.8,.23,.06,.24,-7.4,-0.9,-0.9,-6.9,0.5,-15.7,-1.6,2.7
Addilynn,Prowse,,35,CF,OF,525,596,1608,1781,211,411,68,.256,.318,.442,.760,253,84,6,206,158,711,10,11,139,408,14,.187,.300,8,12,9,0,3.0,23.6,.25,.08,.38,-11.0,-4.4,-1.0,-6.3,0.8,-21.8,-2.2,11.0
Jeffery,Reese,18,37,C,1B,734,960,2268,2522,271,613,51,.270,.337,.388,.725,450,110,2,244,163,880,0,2,212,279,24,.118,.288,4,14,1,19,2.6,44.5,.12,.08,.27,-4.9,-2.5,-1.0,25.8,0.8,18.3,1.9,19.1
Vidar,Ousted,,23,C,RF,146,321,350,396,38,84,6,.240,.320,.349,.668,58,20,0,38,26,122,0,0,37,76,5,.109,.289,2,2,1,3,1.2,58.3,.22,.09,.31,-18.5,-0.8,-1.0,3.3,0.4,-16.5,-1.7,2.3
Stump,Singh,5,42,2B,SS,157,360,386,426,50,94,10,.244,.302,.376,.678,64,19,1,35,30,145,0,0,30,104,3,.132,.308,6,1,11,0,1.2,38.6,.27,.07,.32,-8.1,-0.1,-1.0,-0.4,0.4,-9.2,-0.9,2.0
Kole,Guerra,6,36,CF,OF,243,462,723,789,110,192,35,.266,.313,.450,.762,129,28,0,98,63,325,3,3,47,169,7,.184,.297,3,9,5,0,1.7,20.7,.23,.06,.33,1.5,-0.9,-1.0,-2.7,0.8,-2.3,-0.2,5.1
Hemi,Berger,11,43,CF,OF,279,787,686,771,84,151,30,.220,.298,.383,.681,102,16,3,88,49,263,20,7,65,240,12,.163,.289,5,3,5,1,1.0,22.9,.35,.08,.32,-14.6,0.7,-1.0,-3.0,0.6,-17.5,-1.8,3.5
Branwen,Badham,,25,2B,,305,320,916,1028,128,267,40,.291,.357,.485,.842,172,53,2,150,95,444,0,1,92,167,6,.193,.317,7,7,17,0,3.2,22.9,.18,.09,.36,34.0,-1.2,-1.1,1.5,0.9,34.1,3.4,12.1
Adelina,Humphrey,,31,C,LF,580,961,1535,1684,150,377,17,.246,.303,.326,.629,290,67,3,142,87,501,8,4,111,363,19,.081,.309,10,9,4,15,1.8,90.3,.24,.07,.23,-56.0,-1.3,-1.1,24.6,0.8,-33.0,-3.4,9.5
Aino,Antilla,16,41,1B,OF,181,664,369,403,46,80,9,.217,.276,.341,.618,52,19,0,32,28,126,1,3,25,149,6,.125,.333,1,2,4,0,0.6,41.0,.40,.06,.35,-15.0,-1.4,-1.1,-4.7,0.2,-21.9,-2.2,0.5
Iliana,Alejo,,21,LF,OF,103,161,273,306,51,77,10,.282,.359,.458,.817,50,16,1,41,27,125,27,5,29,74,4,.176,.354,0,0,3,0,1.9,27.3,.27,.09,.35,19.8,4.8,-1.1,1.3,0.2,24.9,2.5,5.4
Iker,Norwest,18,42,2B,,1169,1388,3493,3895,422,890,59,.255,.321,.358,.679,664,151,16,361,226,1250,97,27,309,582,41,.103,.289,28,24,68,0,2.8,59.2,.17,.08,.25,-73.7,5.4,-1.1,4.6,2.2,-62.6,-6.4,20.2
Poppy,Pipps,,29,CF,1B/OF,610,641,1839,S20,264,465,51,.253,.320,.397,.717,313,90,11,232,152,730,109,24,165,449,20,.144,.307,7,10,10,0,3.2,36.1,.24,.08,.33,-32.1,11.8,-1.1,-5.6,1.1,-25.9,-2.6,12.9
James,Forrest,,33,RF,1B/OF,641,663,1927,2157,228,452,86,.235,.306,.415,.721,282,79,5,252,170,799,18,14,196,502,10,.180,.271,10,14,15,0,3.3,22.4,.26,.09,.38,-11.5,-2.5,-1.2,-0.6,1.0,-14.8,-1.5,13.0
Arena,Blaze,9,43,RF,,597,647,1880,2097,273,489,55,.260,.330,.402,.732,336,94,4,202,153,756,70,24,183,333,19,.142,.289,5,10,18,0,3.2,34.2,.18,.09,.31,5.6,2.5,-1.2,-21.5,1.6,-13.1,-1.4,13.0
Boo,Huffman,,32,LF,OF,657,694,2033,2252,265,534,54,.263,.327,.412,.739,355,109,16,254,179,837,70,28,180,367,20,.149,.295,6,14,14,0,3.2,37.6,.18,.08,.34,-1.6,0.0,-1.2,6.7,1.2,5.1,0.5,17.6
Ryne,Riverbend,,36,CF,OF,419,437,1358,1510,182,385,21,.284,.346,.387,.732,289,73,2,126,96,525,46,18,120,192,14,.103,.315,9,9,8,0,3.5,64.7,.14,.08,.25,8.6,-0.5,-1.2,-5.4,1.0,2.5,0.3,12.4
Nixon,Hoover,6,42,1B,,266,391,790,872,113,211,37,.267,.324,.461,.785,132,42,0,124,79,364,0,0,64,144,7,.194,.282,2,9,4,0,2.2,21.4,.18,.07,.37,9.8,-0.1,-1.2,-7.9,0.8,1.4,0.1,6.1
Nathan,Hogwash,16,41,1B,,696,823,2150,2377,283,584,72,.272,.331,.436,.766,377,133,2,281,207,937,5,8,179,357,21,.164,.294,5,22,8,0,2.9,29.9,.17,.08,.35,16.0,-4.0,-1.2,-20.7,1.1,-8.7,-0.9,15.3
Pete,Wheeler,,29,RF,1B/OF,204,240,590,648,71,144,13,.244,.307,.339,.645,116,13,2,61,28,200,29,9,49,134,5,.095,.294,2,2,6,0,2.7,45.4,.23,.08,.19,-24.8,2.0,-1.2,-0.3,0.5,-23.7,-2.4,3.6
Taylor,Green,14,43,RF,,382,956,881,985,185,200,22,.227,.296,.355,.651,135,39,4,100,65,313,70,16,73,270,17,.128,.298,6,8,11,2,1.0,40.0,.31,.07,.33,-26.2,6.4,-1.3,-13.8,0.7,-34.1,-3.5,3.2
Chick,Gandil,,28,CF,OF,81,81,224,253,30,51,6,.228,.310,.339,.649,39,5,1,20,12,76,6,2,24,55,3,.112,.274,1,1,0,0,3.1,37.3,.25,.09,.24,-2.1,0.8,-1.3,-1.7,0.4,-3.8,-0.4,3.0
Nevada,Steady,,35,RF,OF,531,574,1604,1811,223,451,34,.281,.350,.401,.751,329,85,3,188,122,644,15,10,166,259,13,.120,.314,11,17,12,0,3.2,47.2,.16,.09,.27,17.4,-2.7,-1.3,-4.7,0.8,9.5,0.9,14.5
Desmond,Austin,11,42,C,1B,202,755,442,493,38,106,11,.240,.307,.353,.660,79,15,1,58,27,156,0,0,37,159,7,.113,.345,4,3,0,8,0.7,40.2,.36,.08,.25,-13.9,-0.1,-1.3,7.1,0.4,-7.8,-0.8,2.6
Crook,Scirelli,,39,C,,334,684,912,1021,96,236,33,.259,.329,.422,.751,153,50,0,123,83,385,0,0,91,218,8,.163,.303,2,8,3,8,1.5,27.6,.24,.09,.35,-2.3,-0.6,-1.3,7.1,0.5,3.4,0.4,8.1
Ministry,Lang,14,41,RF,LF,262,1067,687,760,78,178,10,.259,.321,.345,.666,141,25,2,86,37,237,0,1,58,100,7,.086,.288,2,6,3,7,0.7,68.7,.15,.08,.21,-8.3,-0.7,-1.3,-9.6,0.5,-19.5,-2.0,3.2
Jolie,Nielsen,12,41,RF,OF,82,748,201,225,19,46,2,.229,.307,.303,.610,35,9,0,19,11,61,2,1,19,62,4,.075,.319,0,1,0,6,0.3,100.5,.31,.08,.24,-9.1,-0.1,-1.3,-0.7,0.2,-11.0,-1.1,0.4
Plaid,Rasputin,,30,1B,,705,720,2194,2439,350,619,121,.282,.341,.521,.862,348,139,11,405,271,1143,60,18,191,415,18,.239,.295,8,28,9,0,3.4,18.1,.19,.08,.44,73.2,1.5,-1.4,-23.2,1.2,51.4,5.2,23.6
Tommy,Giles Jr.,11,38,C,LF,557,873,1409,1589,166,385,23,.273,.344,.368,.712,297,65,0,125,88,519,0,1,144,257,13,.095,.318,14,9,0,20,1.8,61.3,.18,.09,.23,-4.2,-1.2,-1.4,21.3,1.0,15.5,1.6,12.4
Aurelia,Madd,18,37,C,1B,441,836,1055,1181,101,247,4,.234,.308,.287,.595,200,42,1,76,47,303,4,4,109,260,6,.053,.305,6,5,3,9,1.4,263.8,.25,.09,.19,-51.6,-1.8,-1.4,15.5,0.3,-38.9,-4.0,4.1
Yaoman,Blevins,7,40,3B,SS,141,454,412,457,49,107,16,.260,.325,.444,.769,64,26,1,54,43,183,2,1,40,82,1,.184,.288,2,2,11,0,1.0,25.8,.20,.09,.40,3.2,-0.1,-1.4,0.1,0.4,2.2,0.2,3.3
Jalen,Kickey,6,40,2B,,126,389,339,378,41,84,15,.248,.316,.437,.753,52,15,2,50,32,148,1,2,30,122,4,.189,.342,5,0,9,0,1.0,22.6,.36,.08,.38,0.8,-0.8,-1.4,0.5,0.4,-0.6,-0.1,2.5
Adriana,de Matteo,,29,1B,3B,323,535,903,1003,88,227,21,.251,.319,.363,.682,168,38,0,102,59,328,7,4,81,155,10,.112,.282,5,4,10,0,1.9,43.0,.17,.08,.26,-18.2,-1.0,-1.5,-6.0,0.5,-26.2,-2.7,4.6
Persephone,Moonbeam,,27,1B,C,440,476,1326,1488,178,377,76,.284,.353,.498,.851,245,56,0,260,132,661,2,1,138,278,9,.214,.306,2,13,2,8,3.1,17.4,.21,.09,.35,53.9,-1.2,-1.5,-3.0,0.9,49.2,5.0,16.8
Roman,Mephisto,12,41,CF,OF,666,916,1988,2210,281,533,58,.268,.334,.413,.748,373,89,13,223,160,822,67,26,183,354,19,.145,.300,11,9,12,0,2.4,34.3,.18,.08,.30,6.3,0.8,-1.5,-7.3,1.4,-0.2,0.0,15.1
Greyson,Hooper,,40,CF,IF/OF,792,1097,1943,2179,193,503,25,.259,.323,.343,.667,390,87,1,217,113,667,14,14,176,362,21,.084,.302,14,25,26,8,2.0,77.7,.19,.08,.22,-44.5,-4.8,-1.5,11.1,0.8,-38.8,-4.0,11.3
Itsami,Mario,,28,3B,IF/OF,535,561,1633,1826,251,451,81,.276,.338,.492,.831,270,90,10,274,181,804,70,20,149,387,15,.216,.312,9,20,29,0,3.3,20.2,.24,.08,.40,56.9,3.6,-1.5,-13.2,1.1,46.8,4.8,18.9
Jewel,Romero,,31,SS,2B,466,774,1301,1456,142,302,32,.232,.308,.338,.646,228,42,0,123,74,440,0,1,125,277,20,.106,.271,5,5,33,0,1.9,40.7,.21,.09,.25,-42.1,-1.4,-1.5,-4.7,0.6,-49.1,-5.0,5.2
Adam,Blaze,8,38,LF,OF,329,543,898,1004,129,231,22,.257,.322,.389,.711,165,36,8,98,66,349,91,21,79,243,10,.131,.327,10,7,8,0,1.8,40.8,.27,.08,.29,-9.4,8.5,-1.5,3.0,0.8,1.5,0.1,7.0
Dale,Ramos,,30,CF,1B/OF,552,592,1592,1771,201,429,32,.269,.337,.391,.728,305,86,6,170,124,623,86,36,146,350,19,.122,.327,9,5,10,0,3.0,49.8,.22,.08,.29,-1.1,1.8,-1.5,-4.9,0.8,-4.9,-0.5,12.2
Dainty,Villanueva,,31,RF,LF,175,194,514,575,57,137,20,.267,.332,.434,.766,92,24,1,72,45,223,1,0,41,118,11,.167,.309,6,3,5,0,3.0,25.7,.23,.07,.33,-3.8,-0.3,-1.5,-9.2,0.5,-14.2,-1.4,4.1
Giovanni,Rodriguez,1,39,3B,SS,47,49,141,157,25,45,7,.319,.382,.518,.900,31,7,0,24,14,73,2,0,13,32,2,.199,.369,0,1,5,0,3.2,20.1,.23,.08,.31,8.7,0.4,-1.5,0.0,0.2,7.8,0.8,1.8
Berry,LaCroix,,34,C,LF,319,456,794,891,97,187,18,.236,.307,.349,.656,133,36,0,84,54,277,0,1,80,246,5,.113,.314,4,8,4,5,2.0,44.1,.31,.09,.29,-36.1,-1.1,-1.5,14.6,0.6,-23.5,-2.4,4.9
Kareem,Sandman,3,33,2B,,116,240,305,352,31,74,7,.243,.333,.351,.684,55,12,0,36,19,107,0,1,43,64,0,.108,.283,1,3,8,1,1.5,43.6,.21,.12,.26,-3.9,-0.5,-1.5,0.5,0.4,-5.1,-0.5,1.9
Ares,Browning,15,46,SS,2B,917,1120,2794,3123,346,776,125,.278,.345,.472,.817,483,168,0,430,293,1319,0,1,262,458,37,.194,.291,5,25,61,0,2.8,22.4,.16,.08,.38,75.6,-1.8,-1.6,-8.9,1.8,65.2,6.7,28.0
Sammy,Shige,4,37,2B,3B,220,278,571,638,62,132,7,.231,.305,.312,.617,100,25,0,51,32,178,1,1,57,161,4,.081,.309,5,1,16,0,2.3,81.6,.28,.09,.24,-19.2,-0.4,-1.6,1.9,0.5,-18.7,-1.9,2.5
Maeve,McClain,10,40,RF,LF,738,789,2270,2516,328,560,96,.247,.312,.433,.745,340,114,10,304,220,982,25,12,204,467,18,.186,.270,10,14,17,0,3.2,23.6,.21,.08,.39,10.0,-1.2,-1.6,-27.0,1.7,-18.2,-1.9,15.3
Edwin,Beefy,13,40,C,,349,1009,809,923,83,199,18,.246,.325,.354,.678,149,31,1,113,50,286,4,5,90,231,8,.108,.319,8,8,3,8,0.9,44.9,.29,.10,.25,-13.2,-1.9,-1.6,6.6,0.5,-9.5,-1.0,5.3
Lola,Dominguez,,28,1B,,609,640,1925,2158,263,554,46,.288,.353,.418,.771,402,100,6,233,152,804,17,8,191,271,14,.130,.312,10,18,3,6,3.4,41.8,.14,.09,.27,63.8,-1.2,-1.6,-20.4,1.1,41.8,4.1,20.6
Stefan,Jimenez,7,41,3B,SS,473,508,1485,1647,182,381,42,.257,.319,.393,.712,262,77,0,188,119,584,1,0,123,137,20,.137,.257,5,14,33,0,3.2,35.4,.09,.07,.31,-12.0,-0.3,-1.6,0.4,1.4,-12.1,-1.2,10.0
Alma,Barr,9,37,LF,RF,178,579,397,441,57,103,7,.259,.329,.373,.702,74,20,2,52,29,148,13,8,35,114,6,.113,.348,3,0,1,7,0.8,56.7,.29,.08,.28,-5.4,-1.1,-1.6,1.7,0.4,-6.1,-0.6,2.4
Ariel,Malone,7,40,LF,OF,157,412,439,489,51,120,13,.273,.337,.426,.763,79,28,0,50,41,187,0,0,41,82,3,.153,.307,2,4,5,0,1.2,33.8,.19,.08,.34,2.2,-0.1,-1.6,1.4,0.5,2.4,0.3,3.6
Rasp,Booper,19,40,1B,C,534,903,1517,1684,167,371,52,.245,.308,.396,.704,249,67,3,191,122,600,10,7,139,447,7,.151,.309,6,15,7,0,1.9,29.2,.29,.08,.33,-18.4,-2.1,-1.7,-3.1,0.6,-24.6,-2.5,9.0
Georgia,Thrurzty,12,43,SS,2B,484,891,1237,1389,136,277,35,.224,.299,.360,.659,181,59,2,159,96,445,1,1,124,394,11,.136,.297,11,6,31,4,1.6,35.3,.32,.09,.35,-34.8,-0.7,-1.7,-4.7,1.0,-40.8,-4.1,5.3
Keegan,Longstop,11,36,RF,,791,880,2348,2590,370,628,60,.267,.326,.401,.727,442,118,8,253,186,942,181,36,190,454,20,.134,.307,18,14,24,0,2.9,39.1,.19,.07,.30,-0.2,18.9,-1.7,-28.5,1.5,-9.9,-1.0,16.7
Leona,DeLeon,,21,RF,LF,159,161,514,567,71,146,13,.284,.343,.424,.767,101,31,1,69,45,218,27,4,43,62,5,.140,.300,1,4,3,0,3.5,39.5,.12,.08,.31,5.9,2.5,-1.7,-8.7,0.5,-1.5,-0.2,5.6
Cedric,Lacampaigne,,20,3B,1B/OF,81,81,249,273,35,66,10,.265,.317,.450,.767,42,12,2,36,24,112,9,5,18,36,2,.185,.273,2,2,4,0,3.4,24.9,.14,.07,.36,9.3,-0.2,-1.7,-0.2,0.4,7.6,0.8,4.4
Dave,Honker,,35,LF,,917,1233,2760,3077,365,730,105,.264,.333,.436,.768,475,143,7,334,255,1202,40,23,250,598,39,.171,.302,13,15,15,0,2.5,26.3,.22,.08,.35,23.3,-4.6,-1.8,-0.3,1.5,18.2,1.9,24.2
Sullivan,Allison,10,42,2B,3B,624,694,1887,2103,266,514,82,.272,.338,.446,.784,351,80,1,267,163,842,3,3,181,408,11,.174,.307,14,10,42,0,3.0,23.0,.22,.09,.32,46.9,-1.5,-1.8,5.4,1.5,50.6,5.1,19.5
Tree,David,4,32,C,1B,247,320,715,785,90,172,28,.241,.301,.408,.710,109,34,1,110,63,292,3,1,61,197,3,.168,.291,2,4,3,5,2.5,25.5,.28,.08,.37,-8.2,0.0,-1.8,8.7,0.7,-0.6,0.0,5.3
Sasha,Sutton,13,43,2B,IF,130,871,210,241,18,50,1,.238,.312,.271,.583,45,4,0,26,5,57,0,0,21,61,2,.033,.329,7,1,10,1,0.3,210.0,.29,.09,.10,-10.5,-0.1,-1.8,3.2,0.1,-9.1,-0.9,0.7
Benjamin,Estes,9,40,C,LF,222,699,496,558,54,119,13,.240,.310,.363,.673,84,22,0,60,35,180,0,0,48,149,4,.123,.315,7,3,5,2,0.8,38.2,.30,.09,.29,-12.5,-0.2,-1.8,8.5,0.4,-5.5,-0.6,3.2
Selene,Aberdeen,,22,SS,,79,80,233,261,33,57,6,.245,.313,.378,.690,40,9,2,35,17,88,5,2,21,52,3,.133,.288,2,2,4,0,3.3,38.8,.22,.08,.30,-0.4,-0.2,-1.9,-0.3,0.4,-2.4,-0.2,3.1
Walter,Mirthwright,7,35,RF,1B/OF,477,555,1396,1554,172,373,20,.267,.332,.360,.693,289,58,6,156,84,503,10,4,128,229,13,.093,.305,7,10,10,3,2.8,69.8,.16,.08,.23,-22.0,-0.3,-1.9,-0.5,1.3,-23.3,-2.4,8.2
Matias,Berry,2,42,2B,SS,91,160,222,248,35,61,6,.275,.343,.419,.762,44,8,3,33,17,93,9,2,22,52,2,.144,.331,0,2,8,0,1.6,37.0,.23,.09,.28,1.9,0.9,-1.9,-0.2,0.3,1.0,0.1,1.8
Domingo,Hobbs,9,41,RF,OF,217,521,550,624,100,149,6,.271,.340,.375,.714,111,25,7,53,38,206,39,14,58,106,3,.104,.321,6,7,7,0,1.2,91.7,.19,.09,.26,-0.6,1.4,-1.9,-1.8,0.6,-2.3,-0.2,4.0
Al,Felix,10,40,LF,IF/OF,187,737,330,363,44,89,5,.270,.323,.370,.693,66,18,0,32,23,122,3,0,26,85,2,.100,.344,1,4,8,0,0.5,66.0,.26,.07,.26,-4.1,0.4,-1.9,0.8,0.2,-4.6,-0.5,2.0
Hopper,Guerra,3,39,LF,RF,156,227,443,497,56,127,13,.287,.349,.431,.781,90,23,1,73,37,191,7,3,41,90,5,.144,.329,2,6,5,0,2.2,34.1,.20,.08,.29,4.5,0.0,-1.9,1.5,0.5,4.6,0.5,3.8
Dahlia,Florence,13,31,2B,,67,214,110,121,32,20,2,.182,.248,.245,.493,17,1,0,7,3,27,9,2,9,30,1,.064,.228,0,1,4,4,0.6,55.0,.27,.07,.15,-9.4,0.8,-1.9,0.3,0.0,-10.2,-1.0,-0.2
Cheddar,Cassidy,,23,1B,,306,321,890,980,87,199,22,.224,.280,.349,.629,134,40,3,114,65,311,7,13,68,205,5,.126,.263,8,9,6,0,3.1,40.5,.23,.07,.33,-25.8,-4.5,-1.9,-11.3,0.8,-42.7,-4.3,4.0
Ramon,Adkins,,39,1B,3B,270,827,738,822,79,174,19,.236,.298,.366,.664,118,35,2,89,56,270,5,6,63,222,5,.130,.308,9,7,5,0,1.0,38.8,.30,.08,.32,-22.0,-2.2,-2.0,-4.8,0.3,-30.6,-3.1,2.6
Mauricio,Atkinson,,28,3B,1B,147,160,447,500,74,138,12,.309,.369,.477,.845,90,33,3,48,48,213,10,8,43,83,2,.168,.354,4,4,11,0,3.1,37.3,.19,.09,.35,10.6,-0.7,-2.0,-1.5,0.4,6.8,0.7,5.9
Jumbo,Socks,,24,SS,2B,394,400,1199,1334,121,309,31,.258,.324,.384,.707,223,52,3,135,86,460,3,7,107,213,14,.126,.289,6,8,29,0,3.3,38.7,.18,.08,.28,-1.1,-3.3,-2.0,-4.6,1.0,-10.0,-1.0,9.9
Robo,Jugo,,24,RF,OF,398,400,1218,1377,188,341,52,.280,.350,.466,.816,221,66,2,187,120,567,11,2,126,173,14,.186,.287,4,15,8,3,3.4,23.4,.14,.09,.35,64.7,-0.2,-2.0,-3.9,1.0,59.6,6.0,17.2
J.J. Frankie,Jacques-Jean,,29,CF,OF,144,263,376,415,48,96,2,.255,.310,.322,.632,77,15,2,42,19,121,12,6,30,91,1,.066,.329,5,3,4,0,1.6,188.0,.24,.07,.20,-23.4,-0.4,-2.1,-2.4,0.5,-27.8,-2.8,1.8
Malachi,Sherman Jr,17,43,1B,,796,1234,2413,2666,282,656,68,.272,.332,.416,.748,450,132,6,285,206,1004,4,1,206,421,18,.144,.303,13,16,10,0,2.2,35.5,.17,.08,.31,5.8,-0.8,-2.1,-23.6,1.5,-19.1,-1.9,16.3
Eastman,York,,39,1B,3B,260,879,736,816,100,190,40,.258,.319,.469,.788,115,35,0,120,75,345,0,1,61,212,8,.211,.305,4,7,8,0,0.9,18.4,.29,.07,.39,3.6,-0.9,-2.1,-4.7,0.2,-3.9,-0.4,5.4
Gabe,Hart,17,43,CF,1B/OF,860,1265,2500,2746,317,593,100,.237,.297,.400,.698,393,92,8,310,200,1001,45,10,200,715,20,.163,.290,11,15,16,0,2.2,25.0,.29,.07,.34,-28.1,3.4,-2.1,-7.0,1.5,-32.3,-3.3,15.4
Dragoon,Livingston,5,40,C,1B,180,358,453,505,58,100,14,.221,.293,.353,.646,68,18,0,58,32,160,0,0,45,146,3,.132,.290,0,4,3,4,1.4,32.4,.32,.09,.32,-16.8,-0.1,-2.1,6.3,0.4,-12.2,-1.2,2.2
Jocinda,Pope,,21,RF,OF,103,161,277,309,32,76,7,.274,.338,.386,.724,61,6,2,40,15,107,11,7,26,57,2,.112,.319,1,3,5,0,1.9,39.6,.21,.08,.20,-7.3,-1.2,-2.2,-1.3,0.3,-11.6,-1.2,2.0
Marcelo,Schwartz,8,40,RF,OF,37,506,73,80,4,17,1,.233,.288,.315,.603,13,3,0,7,4,23,0,0,5,18,1,.082,.291,0,1,3,1,0.2,73.0,.25,.06,.24,-3.7,0.0,-2.2,-0.3,0.1,-6.1,-0.6,-0.1
Womp,Fleshman,6,41,LF,OF,173,423,495,540,61,117,6,.236,.293,.321,.614,87,24,0,43,30,159,13,1,34,94,7,.085,.279,1,3,6,0,1.3,82.5,.19,.06,.26,-25.1,2.1,-2.2,1.6,0.6,-23.1,-2.3,1.4
Bryant,Brandt,,37,1B,3B,424,634,1219,1348,163,291,38,.239,.299,.379,.678,202,45,6,173,89,462,37,18,93,328,17,.140,.293,8,11,13,0,2.1,32.1,.27,.07,.31,-34.1,-1.4,-2.2,-7.5,0.5,-44.8,-4.6,4.8
Azariah,Copeland,11,37,2B,3B,467,880,1161,1288,127,290,26,.250,.310,.367,.677,208,54,2,135,82,426,9,2,98,261,10,.117,.298,6,13,32,1,1.5,44.7,.22,.08,.28,-17.9,0.3,-2.2,4.1,0.7,-15.1,-1.6,7.2
Keegan,Dodson,,40,C,LF,864,1424,2084,2344,221,522,9,.250,.321,.308,.629,424,86,3,191,98,641,6,6,202,436,22,.057,.310,20,16,8,18,1.6,231.6,.21,.09,.19,-70.5,-2.9,-2.3,34.0,1.1,-40.6,-4.2,12.2
Bruno,Callahan,,23,C,,99,320,207,237,36,50,4,.242,.325,.324,.648,41,5,0,22,9,67,3,2,23,67,3,.082,.336,3,1,0,4,0.7,51.8,.32,.10,.18,-7.3,-0.5,-2.3,2.7,0.2,-7.2,-0.7,1.7
Malachi,Koch,1,37,3B,SS,77,80,228,250,34,57,8,.250,.302,.425,.728,36,10,3,35,21,97,13,1,14,73,4,.175,.329,2,2,8,0,3.1,28.5,.32,.06,.37,-2.4,2.1,-2.3,0.1,0.3,-2.3,-0.2,1.5
Naomi,Ceddanne,,26,C,1B,291,561,718,807,74,166,12,.231,.301,.325,.625,125,27,2,83,41,233,12,7,65,254,8,.093,.338,12,4,2,9,1.4,59.8,.35,.08,.25,-35.8,-1.6,-2.4,11.4,0.4,-27.8,-2.8,3.3
Alaya,Torres,11,42,CF,1B/OF,836,854,2627,2935,371,682,121,.260,.330,.466,.796,399,146,16,404,283,1223,27,18,255,443,30,.206,.270,8,15,16,0,3.4,21.7,.17,.09,.41,42.3,-3.8,-2.4,-6.8,1.8,31.1,3.1,23.1
Lupine,May,3,37,3B,SS,213,240,637,713,85,154,29,.242,.310,.430,.740,93,31,1,97,61,274,1,0,57,144,8,.188,.267,6,5,17,0,3.0,22.0,.23,.08,.40,-4.1,0.1,-2.4,0.2,0.7,-5.5,-0.6,4.3
Otto,Gangnam,11,37,2B,SS,370,756,921,1015,148,214,25,.232,.291,.359,.651,151,34,4,103,63,331,39,17,71,310,9,.127,.318,6,8,26,0,1.3,36.8,.34,.07,.29,-38.3,-0.3,-2.4,-0.9,0.6,-41.3,-4.2,2.7
Santiago,Stevens,7,40,SS,2B,340,472,920,1032,87,213,11,.232,.302,.315,.618,159,42,1,96,54,290,3,2,83,135,13,.084,.259,10,6,25,0,2.2,83.6,.15,.08,.25,-30.7,-0.6,-2.5,-3.3,0.9,-36.2,-3.7,3.4
George,Kennet,,26,C,1B,272,560,647,719,87,167,17,.258,.325,.391,.716,116,33,1,75,51,253,8,5,58,184,8,.133,.334,3,3,5,3,1.3,38.1,.28,.08,.31,-13.7,-1.4,-2.5,11.5,0.5,-5.6,-0.6,5.4
Orbit,Giles,13,39,CF,1B/OF,829,1003,2537,2788,338,684,121,.270,.326,.475,.801,416,135,12,393,268,1206,39,16,199,761,22,.206,.336,9,21,12,7,2.8,21.0,.30,.07,.39,31.7,-0.4,-2.5,-6.8,1.7,23.7,2.5,21.5
Colette,Frederick,18,41,RF,LF,131,778,246,268,22,41,5,.167,.219,.268,.487,27,8,1,19,14,66,1,1,13,110,4,.102,.271,3,2,3,5,0.3,49.2,.45,.05,.34,-22.7,-0.4,-2.5,-4.8,0.1,-30.3,-3.1,-1.3
Panini,Tuscadero,,28,SS,2B,307,320,1009,1104,127,256,45,.254,.309,.445,.754,156,52,3,129,100,449,18,10,77,213,8,.191,.278,2,8,26,0,3.5,22.4,.21,.07,.39,-11.5,-1.8,-2.5,-3.7,1.0,-18.7,-1.9,7.6
Marge,Pharma,,35,3B,IF,1063,1225,3000,3317,348,756,51,.252,.314,.366,.680,534,153,18,322,222,1098,113,36,255,731,24,.114,.316,23,15,66,5,2.7,58.8,.24,.08,.29,-47.8,5.8,-2.6,25.5,1.5,-17.6,-1.8,22.2
Mutton,Summers,13,42,1B,LF,608,915,1780,1958,215,463,73,.260,.318,.433,.751,301,89,0,239,162,771,1,0,141,529,16,.173,.327,7,14,9,0,2.1,24.4,.30,.07,.35,9.0,-0.6,-2.6,-8.9,0.9,-2.4,-0.2,13.1
Royce,Boyd,,36,2B,,202,950,478,530,43,113,2,.236,.299,.291,.590,92,18,1,34,21,139,4,3,43,130,1,.054,.318,5,3,15,0,0.6,239.0,.27,.08,.19,-21.6,-0.9,-2.6,0.8,0.1,-24.2,-2.5,1.2
Carlos,Cisneros,,33,RF,C,595,641,1837,S18,226,469,27,.255,.318,.359,.677,342,91,9,177,127,659,49,24,155,299,20,.103,.290,14,13,14,0,3.2,68.0,.16,.08,.27,-39.5,-1.6,-2.7,4.6,1.1,-38.1,-3.9,11.8
